date,Total Building Permits Period %,Single-Family Permits Period %,2-4 Unit Permits Period %,5+ Unit Permits Period %,Permits - Northeast Period %,Permits - Midwest Period %,Permits - South Period %,Permits - West Period %
2003-12-01,3.5975,2.3794,-19.1489,16.3987,5.2632,-5.8524,9.5858,0.2041
2004-01-01,-1.7614,-0.6456,22.3684,-11.6022,-4.5,-2.1622,-3.0238,2.0367
2004-02-01,0.7172,1.6244,-6.4516,-1.5625,-2.0942,-3.0387,1.6704,2.7944
2004-03-01,5.0865,5.3708,14.9425,0.9524,10.6952,7.1225,3.943,3.6893
2004-04-01,0.1936,-1.8811,-6.0,12.8931,-3.3816,1.0638,0.3161,0.7491
2004-05-01,3.8647,3.5869,-5.3191,7.5209,1.0,-2.6316,7.3529,3.3457
2004-06-01,-6.0465,-3.5821,-6.7416,-16.5803,2.4752,-5.4054,-8.9041,-4.3165
2004-07-01,4.5545,0.3096,27.7108,19.8758,-4.3478,3.7143,5.9076,6.203
2004-08-01,-2.6515,-0.679,-21.6981,-5.6995,-9.0909,5.7851,-2.8398,-5.4867
2004-09-01,-0.7296,-1.4295,-3.6145,3.022,11.1111,-0.2604,-2.8184,-1.3109
2004-10-01,2.7438,0.4414,8.75,11.2,-8.5,-3.9164,9.5596,-0.1898
2004-11-01,-0.8584,-1.3183,5.7471,-0.4796,10.929,-6.7935,-7.0588,11.2167
2004-12-01,0.1443,2.6081,-2.1739,-8.6747,-6.4039,14.2857,-0.211,-5.2991
2005-01-01,2.7378,2.5418,-15.5556,7.9156,3.6842,-14.7959,11.0994,0.5415
2005-02-01,-1.1688,-1.451,17.1053,-3.423,0.0,10.1796,-5.3283,-0.5386
2005-03-01,-2.4598,-3.0675,-10.1124,1.7722,-7.1066,-7.6087,-0.201,-1.444
2005-04-01,4.2677,4.6835,-6.25,4.7264,10.3825,9.1176,3.2226,1.0989
2005-05-01,-3.0233,-0.6046,8.0,-14.4893,1.9802,-5.3908,-4.4878,-0.5435
2005-06-01,4.4604,2.3723,7.4074,13.3333,4.3689,1.1396,8.6823,-0.9107
2005-07-01,1.1478,2.3173,10.3448,-5.6373,-4.6512,4.507,-1.7857,6.9853
2005-08-01,0.7263,-0.3484,-9.375,8.0519,0.9756,-5.6604,5.6459,-4.1237
2005-09-01,1.9829,4.7786,1.1494,-9.375,2.8986,1.7143,-2.6268,10.9319
2005-10-01,-4.1096,-3.1146,-4.5455,-8.7533,-6.1033,1.4045,-1.7674,-10.6624
2005-11-01,2.212,-0.6889,-2.381,18.0233,6.5,-0.554,1.4205,3.9783
2005-12-01,-4.4184,-3.9884,2.439,-7.6355,-2.3474,-9.4708,-0.4669,-9.3913
2006-01-01,4.3396,1.6857,20.2381,12.5333,1.4423,7.6923,2.2514,7.6775
2006-02-01,-3.2098,-2.7235,-15.8416,-2.1327,-2.8436,1.1429,-5.5046,-1.6043
2006-03-01,-1.0743,-5.5995,-2.3529,17.1913,2.9268,-8.7571,3.8835,-6.8841
2006-04-01,-5.6657,-3.5461,-6.0241,-12.3967,-12.7962,-12.3839,-4.9533,0.0
2006-05-01,-4.6547,-3.0749,3.8462,-11.7925,-9.2391,1.7668,-6.293,-3.3074
2006-06-01,-1.9948,-3.931,-11.1111,7.4866,2.994,-0.6944,-2.5184,-3.4205
2006-07-01,-5.5704,-6.1737,8.3333,-5.9701,0.0,-3.1469,-3.3369,-13.3333
2006-08-01,-2.3256,-1.9128,-1.2821,-3.9683,-3.4884,-1.8051,-3.0067,-0.7212
2006-09-01,-3.8908,-4.9922,-6.4935,0.551,-1.2048,-8.8235,-3.9036,-1.6949
2006-10-01,-5.136,-3.5304,-4.1667,-10.6849,-7.3171,-4.0323,-3.4648,-8.3744
2006-11-01,-2.2293,-1.0213,-15.942,-3.681,-3.2895,-1.6807,-0.8663,-5.1075
2006-12-01,6.7101,3.0095,24.1379,17.1975,17.0068,5.1282,3.7453,10.1983
2007-01-01,-0.7326,-2.0033,-2.7778,3.8043,6.9767,8.5366,-5.5355,0.2571
2007-02-01,-1.722,-3.2368,0.0,2.6178,-21.7391,-16.8539,3.8217,6.9231
2007-03-01,-0.1252,0.9683,-1.4286,-3.0612,13.8889,9.9099,-4.6626,-1.4388
2007-04-01,-7.8947,-7.7594,-13.0435,-7.3684,-3.0488,-9.0164,-6.435,-11.9221
2007-05-01,1.5646,-1.5123,6.6667,9.9432,-8.805,1.8018,5.3645,-1.6575
2007-06-01,-5.7602,-4.5106,-10.9375,-8.2687,5.5172,-3.0973,-7.9634,-7.3034
2007-07-01,-3.2694,-1.7085,0.0,-8.169,-1.3072,-5.4795,-5.5319,2.1212
2007-08-01,-2.939,-6.3395,0.0,6.7485,-0.6623,-6.2802,-6.6066,5.3412
2007-09-01,-4.542,-6.6594,-12.2807,2.2989,-9.3333,4.1237,0.6431,-16.338
2007-10-01,-5.4718,-3.9766,0.0,-9.8315,7.3529,-8.4158,-10.7029,1.6835
2007-11-01,2.6846,-3.1669,4.0,17.4455,-10.274,1.6216,11.8068,-7.2848
2007-12-01,-6.1275,-6.6667,9.6154,-7.1618,3.8168,-10.1064,-6.56,-7.1429
2008-01-01,-4.7868,-4.5822,-26.3158,-1.7143,-3.6765,7.1006,-2.3973,-18.4615
2008-02-01,-7.3126,-6.2147,-2.381,-10.1744,-16.0305,-19.8895,-9.1228,13.6792
2008-03-01,-4.6351,-3.3133,-7.3171,-7.1197,5.4545,-8.2759,0.5792,-18.2573
2008-04-01,4.2399,2.9595,7.8947,6.6202,-4.3103,22.5564,-1.9194,13.198
2008-05-01,-1.2897,-4.236,-12.1951,6.5359,27.9279,-9.2025,-7.8278,4.9327
2008-06-01,18.593,-4.4234,-2.7778,65.6442,115.493,3.3784,1.2739,4.2735
2008-07-01,-21.9492,-5.6198,-2.8571,-41.4815,-66.9935,-8.4967,1.8868,-20.4918
2008-08-01,-6.8404,-4.9037,-2.9412,-10.7595,-15.8416,1.4286,-8.4362,-4.1237
2008-09-01,-7.1096,-2.5783,9.0909,-17.7305,3.5294,-7.0423,-8.3146,-9.1398
2008-10-01,-7.6537,-11.3422,-8.3333,0.8621,-14.7727,-4.5455,-8.0882,-5.3254
2008-11-01,-14.9457,-10.4478,-39.3939,-20.5128,-5.3333,-22.2222,-20.8,0.0
2008-12-01,-11.5016,-13.3333,5.0,-9.1398,-14.0845,-14.2857,-1.3468,-27.5
2009-01-01,-1.6245,-7.4176,9.5238,9.4675,-3.2787,5.9524,-3.7543,-0.8621
2009-02-01,2.3853,11.8694,-13.0435,-12.973,25.4237,0.0,4.9645,-13.913
2009-03-01,-8.0645,-4.244,5.0,-18.6335,-17.5676,-3.3708,-11.4865,5.0505
2009-04-01,1.5595,8.3102,0.0,-16.7939,-4.918,-3.4884,3.0534,5.7692
2009-05-01,6.7179,10.2302,0.0,-4.5872,10.3448,14.4578,5.5556,1.8182
2009-06-01,8.0935,6.2645,19.0476,13.4615,-1.5625,5.2632,12.2807,5.3571
2009-07-01,-0.9983,6.7686,-24.0,-26.2712,1.5873,9.0,-8.75,10.1695
2009-08-01,3.5294,0.409,5.2632,20.6897,9.375,-2.7523,8.2192,-4.6154
2009-09-01,-1.1364,-2.8513,-5.0,7.619,0.0,-0.9434,-2.2152,0.8065
2009-10-01,-4.2693,-1.0482,-15.7895,-15.9292,-4.2857,-0.9524,-3.2362,-9.6
2009-11-01,6.8611,2.3305,62.5,20.0,10.4478,9.6154,6.3545,3.5398
2009-12-01,6.5811,5.176,-30.7692,21.0526,36.4865,1.7544,0.3145,9.4017
2010-01-01,-4.2169,-0.7874,16.6667,-19.5652,-25.7426,-14.6552,-1.8809,16.4062
2010-02-01,2.2013,1.1905,-4.7619,8.1081,4.0,11.1111,-0.3195,0.6711
2010-03-01,5.6923,5.098,15.0,6.6667,-7.6923,4.5455,14.4231,-4.6667
2010-04-01,-7.278,-11.194,-21.7391,11.7188,4.1667,0.8696,-10.6443,-11.1888
2010-05-01,-9.7331,-8.6134,11.1111,-16.0839,-14.6667,-12.069,-6.2696,-13.3858
2010-06-01,2.087,-2.2989,15.0,15.8333,20.3125,-4.902,-1.0033,6.3636
2010-07-01,-1.3629,-3.2941,-8.6957,5.7554,-12.987,5.1546,0.3378,-3.4188
2010-08-01,0.1727,-2.1898,4.7619,6.1224,5.9701,-3.9216,-4.3771,12.3894
2010-09-01,-2.931,0.4975,27.2727,-16.0256,-4.2254,-3.0612,1.4085,-11.811
2010-10-01,-0.8881,0.9901,-25.0,-1.5267,-1.4706,17.8947,-7.6389,0.8929
2010-11-01,0.3584,2.451,-4.7619,-5.4264,-4.4776,-15.1786,5.2632,7.0796
2010-12-01,12.8571,6.9378,25.0,31.1475,76.5625,3.1579,-8.2143,35.5372
2011-01-01,-8.8608,-6.0403,-12.0,-16.25,-31.8584,3.0612,12.0623,-32.9268
2011-02-01,-5.9028,-9.7619,-27.2727,9.7015,-22.0779,-11.8812,2.7778,-11.8182
2011-03-01,7.5646,5.277,0.0,14.2857,-1.6667,6.7416,4.3919,23.7113
2011-04-01,-0.3431,1.0025,43.75,-7.7381,-1.6949,3.1579,-3.2362,5.0
2011-05-01,6.3683,1.9851,-4.3478,19.3548,39.6552,1.0204,1.3378,7.1429
2011-06-01,2.9126,0.4866,0.0,8.6486,-14.8148,3.0303,7.9208,2.2222
2011-07-01,-2.3585,0.7264,4.5455,-9.4527,-13.0435,-0.9804,0.6116,-5.0725
2011-08-01,4.1868,2.8846,17.3913,5.4945,5.0,9.901,0.6079,8.3969
2011-09-01,-5.7187,-0.7009,-22.2222,-14.5833,7.9365,-1.8018,-9.0634,-7.0423
2011-10-01,10.0,3.2941,9.5238,27.439,0.0,-0.9174,19.6013,2.2727
2011-11-01,5.2161,2.2779,-4.3478,12.4402,20.5882,-4.6296,-0.8333,21.4815
2011-12-01,-1.2748,2.0045,4.5455,-8.0851,-7.3171,7.767,0.2801,-7.3171
2012-01-01,2.1521,0.8734,-8.6957,6.0185,1.3158,-1.8018,10.3352,-13.8158
2012-02-01,3.6517,6.71,14.2857,-3.4934,24.6753,14.6789,-5.3165,9.1603
2012-03-01,9.2141,-2.2312,4.1667,35.2941,-17.7083,5.6,8.0214,33.5664
2012-04-01,-9.1811,0.6224,-8.0,-25.0836,13.9241,-12.8788,-9.4059,-15.7068
2012-05-01,8.7432,1.8557,0.0,24.5536,-12.2222,4.3478,15.0273,9.3168
2012-06-01,-0.2513,1.417,-4.3478,-2.8674,2.5316,0.0,-2.8504,4.5455
2012-07-01,6.927,4.1916,31.8182,9.9631,11.1111,0.0,6.357,10.8696
2012-08-01,-1.0601,-0.9579,-3.4483,-1.0067,-8.8889,4.1667,1.1494,-5.3922
2012-09-01,10.7143,8.7041,0.0,15.2542,4.878,20.0,7.7273,13.9896
2012-10-01,-4.6237,1.0676,-3.5714,-14.1176,0.0,3.3333,-3.5865,-14.0909
2012-11-01,3.3822,0.0,14.8148,8.9041,-11.6279,7.7419,6.3457,-0.5291
2012-12-01,2.6172,2.4648,-3.2258,3.4591,25.0,-8.3832,-2.6749,17.0213
2013-01-01,-0.1063,1.3746,-6.6667,-2.1277,5.2632,0.0,-2.537,2.7273
2013-02-01,4.2553,3.7288,25.0,3.4161,-13.0,3.268,8.243,4.4248
2013-03-01,-4.4898,-0.3268,-25.7143,-9.9099,12.6437,-8.2278,-2.8056,-11.8644
2013-04-01,8.1197,1.6393,11.5385,21.0,3.0612,15.8621,7.0103,7.6923
2013-05-01,-0.8893,0.4839,0.0,-3.3058,3.9604,-11.9048,-1.9268,7.5893
2013-06-01,-6.0818,0.8026,0.0,-18.8034,1.9048,-2.7027,-6.6798,-10.3734
2013-07-01,5.8386,-1.4331,3.4483,22.1053,10.2804,8.3333,-0.4211,15.7407
2013-08-01,-3.3099,2.5848,-13.3333,-12.931,7.6271,1.9231,-6.9767,-4.8
2013-09-01,4.1494,-1.5748,7.6923,15.8416,-21.2598,10.6918,17.5,-11.3445
2013-10-01,3.9841,-0.32,3.5714,11.6809,6.0,-7.9545,3.4816,14.218
2013-11-01,-1.4368,3.0498,-10.3448,-7.9082,1.8868,0.6173,-2.6168,-1.6598
2013-12-01,-2.3324,-6.2305,19.2308,3.0471,7.4074,-12.8834,-8.2534,13.5021
2014-01-01,-2.8856,2.1595,-6.4516,-10.7527,-12.069,14.0845,2.3013,-17.1004
2014-02-01,6.4549,-0.9756,-17.2414,22.2892,8.8235,-17.284,10.8384,13.0045
2014-03-01,2.6949,2.2989,16.6667,2.4631,26.1261,23.8806,-7.3801,2.7778
2014-04-01,2.1556,-0.4815,0.0,6.25,-14.2857,-3.6145,8.5657,2.3166
2014-05-01,-6.6055,1.129,10.7143,-18.552,-4.1667,2.5,-6.2385,-13.9623
2014-06-01,-0.7859,3.5088,29.0323,-10.8333,0.0,20.7317,-7.045,-2.6316
2014-07-01,6.5347,-0.1541,-27.5,24.2991,7.8261,-9.0909,9.4737,13.5135
2014-08-01,-2.6952,0.3086,20.6897,-9.2732,-2.4194,-7.2222,4.6154,-14.6825
2014-09-01,2.8653,1.8462,-25.7143,7.4586,9.0909,1.7964,-1.8382,12.093
2014-10-01,1.5785,-2.2659,23.0769,6.6838,-11.3636,-9.4118,1.6854,16.1826
2014-11-01,-3.1993,1.7002,-12.5,-10.1205,14.5299,-7.1429,-5.709,-3.5714
2014-12-01,1.2276,1.8237,-14.2857,1.3405,-29.8507,18.1818,12.1094,-12.963
2015-01-01,-2.1455,-1.194,4.1667,-4.2328,23.4043,-17.1598,-8.885,14.8936
2015-02-01,7.4357,-5.136,8.0,30.3867,-22.4138,15.0,13.1931,5.1852
2015-03-01,-4.8802,4.7771,0.0,-18.0085,38.8889,-4.9689,-11.1486,-5.6338
2015-04-01,8.7687,3.1915,22.2222,17.3127,54.4,-3.9216,6.654,-1.1194
2015-05-01,9.0909,3.2401,9.0909,17.8414,48.7047,19.0476,-2.6738,-0.3774
2015-06-01,8.4119,0.7133,-2.7778,19.2523,-2.0906,5.7143,11.3553,15.5303
2015-07-01,-17.3314,-0.8499,-14.2857,-35.7367,-58.0071,-5.4054,-6.25,-9.1803
2015-08-01,2.193,2.5714,0.0,1.7073,-2.5424,-0.5714,2.2807,5.7762
2015-09-01,-1.8026,-0.9749,26.6667,-5.2758,1.7391,2.2989,-2.5729,-4.0956
2015-10-01,1.3986,1.4065,-7.8947,2.2785,8.547,-2.809,5.1056,-6.4057
2015-11-01,7.2414,1.2483,-22.8571,20.5446,-3.1496,18.4971,2.6801,15.2091
2015-12-01,-2.6527,-1.5068,33.3333,-6.3655,39.8374,-16.0976,-0.6525,-14.8515
2016-01-01,-3.3031,0.1391,-2.7778,-8.7719,-49.4186,15.1163,-6.2397,22.093
2016-02-01,0.0854,0.4167,-8.5714,0.2404,43.6782,-10.6061,-0.5254,-4.127
2016-03-01,-4.6075,1.9364,15.625,-17.506,-21.6,3.9548,0.8803,-12.9139
2016-04-01,3.7567,2.171,-13.5135,9.0116,13.2653,1.6304,0.6981,8.365
2016-05-01,3.8793,-0.664,3.125,13.0667,-4.5045,-4.8128,1.7331,17.193
2016-06-01,0.249,0.5348,-6.0606,0.2358,11.3208,-1.6854,4.4293,-9.5808
2016-07-01,-0.8278,-4.2553,3.2258,4.9412,-6.7797,12.0,0.1631,-7.947
2016-08-01,0.2504,4.3056,12.5,-7.1749,13.6364,-3.0612,-3.4202,5.3957
2016-09-01,8.4929,0.1332,11.1111,23.43,21.6,-2.6316,5.5649,16.041
2016-10-01,-3.7606,2.2606,-17.5,-11.546,-21.0526,5.9459,-4.9521,0.8824
2016-11-01,-1.9139,0.13,24.2424,-7.3009,-3.3333,-5.6122,0.5042,-3.4985
2016-12-01,1.4634,5.0649,-4.878,-4.5346,1.7241,-1.6216,2.3411,1.5106
2017-01-01,4.4071,-2.3486,-25.641,21.0,24.5763,8.7912,8.6601,-12.7976
2017-02-01,-5.2955,2.6582,51.7241,-21.6942,-26.5306,21.7172,-8.2707,-6.1433
2017-03-01,3.0794,1.8496,-15.9091,7.9156,23.1481,-23.2365,4.2623,15.6364
2017-04-01,-1.6509,-3.9952,-2.7027,3.1785,-6.015,3.2432,-5.6604,5.3459
2017-05-01,-3.4373,0.2522,0.0,-10.6635,-1.6,-8.377,-1.0,-5.6716
2017-06-01,12.0033,3.3962,5.5556,30.7692,-13.0081,25.7143,11.1111,15.8228
2017-07-01,-7.1693,-0.4866,7.8947,-19.4726,12.1495,-18.6364,-3.0303,-13.388
2017-08-01,5.0159,-0.2445,-9.7561,17.3804,-1.6667,5.5866,-1.5625,20.5047
2017-09-01,-3.4875,1.7157,-2.7027,-12.6609,9.322,3.1746,-3.9683,-9.9476
2017-10-01,6.52,2.6506,0.0,14.9877,-3.876,0.5128,8.2645,10.7558
2017-11-01,-4.2035,0.8216,13.8889,-14.7436,-7.2581,-6.1224,-1.374,-7.0866
2017-12-01,0.9238,0.3492,-7.3171,3.0075,20.0,18.4783,-6.192,-1.4124
2018-01-01,0.4577,-0.6961,18.4211,1.2165,-24.6377,-22.0183,11.0561,6.0172
2018-02-01,0.3037,1.0514,4.4444,-1.6827,30.7692,7.0588,-5.052,-1.6216
2018-03-01,4.8448,-2.0809,-12.766,21.5159,-5.8824,9.8901,5.7903,4.6703
2018-04-01,-0.5054,2.1251,2.439,-5.2314,-19.5312,-3.0,9.7633,-11.0236
2018-05-01,-2.9028,-0.6936,-11.9048,-6.1571,44.6602,9.7938,-13.4771,-1.4749
2018-06-01,0.5232,0.5821,2.7027,0.2262,-18.7919,-15.9624,9.19,2.994
2018-07-01,-0.8178,2.3148,-21.0526,-5.1919,11.5702,5.0279,-2.1398,-5.5233
2018-08-01,-4.5727,-4.9774,26.6667,-5.9524,-16.2963,3.1915,-5.9767,-1.2308
2018-09-01,3.2207,2.1429,13.1579,4.557,-7.0796,-7.732,6.6667,6.5421
2018-10-01,-3.1963,-1.049,-16.2791,-6.2954,32.381,2.7933,-9.0116,-5.5556
2018-11-01,5.3459,-0.4711,22.2222,16.5375,-6.4748,-3.8043,13.2588,0.3096
2018-12-01,-1.7164,-3.9053,-9.0909,3.1042,-10.0,-22.0339,-0.141,9.2593
2019-01-01,-4.7836,-1.8473,12.5,-11.3978,15.3846,28.9855,-12.5706,-9.0395
2019-02-01,2.5518,-0.1255,-15.5556,9.7087,3.7037,3.3708,10.0162,-12.7329
2019-03-01,0.6998,1.6332,-5.2632,-0.4425,-9.2857,-7.0652,-1.3216,15.6584
2019-04-01,2.0849,-1.6069,33.3333,6.2222,11.0236,9.9415,-2.9762,4.9231
2019-05-01,1.8911,4.6482,-25.0,0.0,-24.1135,-6.9149,9.2025,3.5191
2019-06-01,-3.5635,1.8007,30.5556,-15.4812,19.6262,2.2857,-8.0056,-4.5326
2019-07-01,6.1586,2.0047,0.0,15.5941,7.0312,-1.676,6.7176,8.9021
2019-08-01,7.4692,4.7399,-10.6383,14.3469,20.438,10.2273,10.7296,-4.9046
2019-09-01,-0.8772,-0.2208,-4.7619,-1.6854,-18.1818,-6.1856,-0.1292,8.596
2019-10-01,3.676,3.3186,17.5,3.2381,26.6667,0.0,2.5873,-0.5277
2019-11-01,0.7879,1.0707,-14.8936,1.6605,0.5848,15.9341,-3.0265,1.5915
2019-12-01,-5.9935,-1.0593,17.5,-16.1525,-15.1163,-4.2654,-5.8518,-3.1332
2020-01-01,3.6036,3.5332,-14.8936,5.6277,17.1233,4.9505,2.3481,0.0
2020-02-01,-2.6756,1.5512,15.0,-12.5,-23.3918,-8.4906,2.4291,0.0
2020-03-01,-7.4914,-10.998,4.3478,-0.7026,-13.7405,-17.0103,-3.5573,-8.3558
2020-04-01,-20.0594,-23.913,-33.3333,-10.6132,-42.4779,-10.559,-15.847,-26.1765
2020-05-01,16.171,12.1805,31.25,21.8997,60.0,18.75,10.7143,16.7331
2020-06-01,6.72,15.9517,0.0,-7.5758,29.8077,14.0351,2.1994,4.7782
2020-07-01,15.8921,16.9942,16.6667,13.5831,11.1111,25.1282,11.4778,22.1498
2020-08-01,-0.8409,5.5336,12.2449,-15.4639,-20.0,-18.8525,7.5933,1.0667
2020-09-01,6.7189,6.9288,-12.7273,8.7805,42.5,10.6061,2.9904,1.5831
2020-10-01,-1.4059,0.613,16.6667,-8.5202,-14.0351,0.9132,-0.5807,1.039
2020-11-01,5.5797,0.7833,3.5714,19.3627,12.2449,5.4299,5.6075,3.0848
2020-12-01,2.8773,6.7358,-13.7931,-4.3121,-9.697,10.3004,-0.4425,11.2219
2021-01-01,5.879,0.5663,10.0,19.5279,24.8322,-5.0584,4.8889,7.8475
2021-02-01,-7.7628,-10.6999,-10.9091,-0.8977,-6.9892,-0.4098,-8.2627,-10.8108
2021-03-01,2.63,5.5856,20.4082,-4.8913,-9.8266,-2.8807,7.8522,0.2331
2021-04-01,-1.9932,-3.7543,-18.6441,3.8095,12.8205,-5.0847,-3.6403,-2.093
2021-05-01,-1.0459,-0.7092,16.6667,-3.3028,-14.2045,0.0,2.3333,-3.3254
2021-06-01,-2.8773,-3.0357,-10.7143,-1.7078,-7.947,-5.3571,-0.4343,-5.1597
2021-07-01,0.2418,-1.5654,6.0,3.4749,-4.3165,2.8302,-4.253,11.1399
2021-08-01,4.7045,-0.2806,-15.0943,16.6045,15.7895,-1.3761,5.467,2.7972
2021-09-01,-5.53,-0.5629,8.8889,-15.04,-12.987,1.8605,-3.2397,-11.3379
2021-10-01,4.0854,2.9245,4.0816,6.403,-2.9851,6.3927,0.0,14.578
2021-11-01,3.3978,3.9413,-1.9608,2.8319,20.7692,-7.7253,6.4732,-2.0089
2021-12-01,8.7252,0.97,36.0,21.5146,79.6178,21.8605,-0.5241,-2.9613
2022-01-01,0.0521,8.559,-16.1765,-12.1813,-48.9362,3.8168,8.3246,11.7371
2022-02-01,-3.2812,-4.5052,-1.7544,-0.9677,31.25,-14.3382,-6.7121,0.0
2022-03-01,0.5924,-4.2965,3.5714,9.772,3.7037,2.5751,2.1898,-4.8319
2022-04-01,-0.4818,-4.3134,-5.1724,6.3798,-9.6939,5.8577,1.5306,-4.1943
2022-05-01,-8.3378,-5.0598,7.2727,-14.5049,-20.904,-8.6957,-6.4322,-7.3733
2022-06-01,1.9366,-7.9457,-8.4746,19.5759,27.1429,-12.1212,0.2148,5.2239
2022-07-01,-1.9574,-2.5263,5.5556,-1.7735,-10.1124,9.3596,0.2144,-8.747
2022-08-01,-8.5731,-4.3197,-10.5263,-13.8889,-8.125,-8.5586,-10.5882,-3.886
2022-09-01,2.7617,-2.7088,7.8431,10.1613,4.7619,4.9261,2.8708,0.5391
2022-10-01,-0.375,-2.2042,1.8182,1.757,-21.4286,3.7559,6.0465,-8.8472
2022-11-01,-12.1079,-6.2871,0.0,-20.1439,11.5702,-9.9548,-13.3772,-18.5294
2022-12-01,0.6424,-6.0759,-10.7143,11.3514,4.4444,-9.5477,-2.6582,15.5235
2023-01-01,0.0,2.0216,18.0,-3.8835,-3.5461,-1.6667,3.251,-5.3125
2023-02-01,14.7518,5.8124,-15.2542,29.1246,9.5588,8.4746,12.3426,27.0627
2023-03-01,-8.529,5.3683,12.0,-24.3807,13.4228,5.2083,-11.5471,-16.8831
2023-04-01,-0.4054,3.673,8.9286,-7.2414,-23.0769,-10.396,3.5488,8.125
2023-05-01,6.8521,5.3714,-8.1967,10.9665,30.0,11.0497,3.672,3.4682
2023-06-01,-7.0476,3.3623,-3.5714,-23.4506,-19.5266,-0.4975,-6.2574,-6.7039
2023-07-01,3.9617,0.7345,-5.5556,11.8162,-10.2941,-0.5,7.4307,4.1916
2023-08-01,2.5624,1.3542,21.5686,2.9354,27.0492,7.0352,-2.9308,4.8851
2023-09-01,-1.5375,1.2333,-16.129,-4.943,-15.4839,-5.6338,3.744,-5.2055
2023-10-01,-0.5856,-0.203,1.9231,-1.6,14.5038,-13.4328,0.6985,-2.0231
2023-11-01,-1.6361,1.3225,-1.8868,-7.5203,-24.0,14.3678,-6.2428,11.7994
2023-12-01,1.0645,1.6064,0.0,0.0,11.4035,1.5075,5.5487,-11.8734
2024-01-01,1.7117,2.668,0.0,-0.2198,16.5354,8.9109,-3.5047,5.0898
2024-02-01,2.0712,-0.6737,11.5385,7.2687,51.3514,6.3636,-3.632,-7.9772
2024-03-01,-6.4046,-4.4574,-12.069,-9.8563,-37.9464,-16.2393,0.2513,6.192
2024-04-01,-1.1518,-0.3043,9.8039,-4.328,9.3525,-13.2653,4.7619,-12.2449
2024-05-01,-3.5641,-2.4415,-1.7857,-6.4286,-21.0526,7.6471,-6.5789,7.309
2024-06-01,3.838,-1.4599,-12.7273,19.084,-1.6667,13.6612,3.5851,0.9288
2024-07-01,-1.7112,0.0,10.4167,-6.4103,18.6441,-6.7308,-2.7194,-3.3742
2024-08-01,2.7855,2.328,7.5472,3.1963,1.4286,7.732,3.3037,-0.9524
2024-09-01,-2.8455,-0.5171,5.2632,-8.8496,-13.3803,-2.3923,-5.4121,8.3333
2024-10-01,-0.4184,0.5198,-11.6667,-0.9709,11.3821,-1.9608,-1.0403,-2.3669
2024-11-01,5.6022,0.6205,-3.7736,18.6275,-2.1898,10.5,6.9645,2.7273
2024-12-01,-1.8568,1.6444,11.7647,-10.3306,7.4627,0.0,-1.2285,-8.2596
2025-01-01,-1.3514,-0.1011,-1.7544,-4.1475,-7.6389,-0.4525,-0.995,0.0
2025-02-01,-0.411,0.4049,3.5714,-2.8846,-12.0301,8.6364,0.8794,-5.1447
2025-03-01,1.8569,-2.0161,0.0,11.6337,1.7094,-12.5523,3.8605,8.1356
2025-04-01,-3.9838,-5.0412,5.1724,-2.8825,14.2857,-7.177,-8.6331,3.4483
2025-05-01,-1.9691,-2.6002,-13.1148,0.9132,-9.5588,11.8557,-2.6247,-5.4545
2025-06-01,-0.0717,-3.6707,-5.6604,7.9186,-16.2602,0.4608,4.4474,-4.8077
2025-07-01,-2.2254,1.0393,10.0,-9.434,21.3592,1.3761,-4.2581,-7.7441
2025-08-01,-2.3495,-1.9429,-5.4545,-2.7778,-3.2,-8.5973,-5.7951,12.4088
2025-09-01,6.391,2.5641,7.6923,14.0476,21.4876,0.495,8.1545,0.3247
2025-10-01,-0.2827,-0.2273,-1.7857,-0.2088,0.0,-2.4631,-3.5714,9.0615
2025-11-01,-1.63,2.0501,1.8182,-8.7866,-20.4082,-0.5051,2.4691,-2.9674
2025-12-01,4.8271,-1.6741,-8.9286,19.9541,42.735,6.599,-4.1499,10.7034
2026-01-01,-5.4296,-0.9081,-1.9608,-13.3843,-9.5808,9.0476,-3.4916,-15.7459
