date,Total Building Permits YoY %,Single-Family Permits YoY %,2-4 Unit Permits YoY %,5+ Unit Permits YoY %,Permits - Northeast YoY %,Permits - Midwest YoY %,Permits - South YoY %,Permits - West YoY %
1961-01-01,-11.2637,-16.9031,-11.9403,15.6425,-30.0813,-6.7194,-16.9184,9.1603
1961-02-01,-11.6728,-22.4654,-11.2676,51.0067,-24.1379,-1.9531,-15.4098,-6.4407
1961-03-01,4.712,-4.1152,-1.6667,45.7831,21.0843,21.164,3.2967,-11.9266
1961-04-01,-1.378,-11.6967,21.0526,35.9116,8.4656,-12.7049,2.0979,-1.6835
1961-05-01,-2.3764,-6.8602,4.7619,10.3896,-2.2321,-7.5,-3.9735,3.4965
1961-06-01,11.691,-4.4059,1.4706,102.1277,25.5682,3.2864,7.0175,14.0845
1961-07-01,8.4084,1.2295,-16.8831,46.3158,8.2192,1.7857,14.9254,7.6389
1961-08-01,16.5996,2.0492,9.2308,73.0964,44.7115,-2.1739,18.1481,9.7902
1961-09-01,11.5854,4.8295,14.2857,32.7189,10.2439,6.8182,19.3182,9.1525
1961-10-01,15.535,7.7356,31.0345,38.4236,19.898,-1.7241,23.5741,19.2171
1961-11-01,17.6711,8.628,4.2254,54.2289,22.9268,3.5874,14.5985,28.1588
1961-12-01,22.082,12.5,10.7692,59.0909,62.7219,-4.6218,14.6429,28.0303
1962-01-01,15.7895,1.9915,38.9831,56.0386,56.3953,-15.678,17.4545,15.7343
1962-02-01,24.2456,10.104,28.5714,65.3333,56.25,0.7968,31.3953,18.4783
1962-03-01,13.4,1.0014,40.678,42.562,20.8955,-2.6201,17.0213,17.3611
1962-04-01,23.2535,8.5881,20.2899,65.0407,41.4634,10.7981,11.9863,30.8219
1962-05-01,11.1977,0.5666,45.4545,31.7647,0.4566,7.2072,17.5862,15.8784
1962-06-01,7.8505,-1.676,14.4928,30.1754,5.4299,9.5455,7.8689,8.3333
1962-07-01,9.7876,-3.2389,43.75,36.6906,-4.6414,10.0877,12.3377,18.0645
1962-08-01,3.5375,-2.9451,18.3099,14.6628,-24.2525,3.5556,12.5392,21.0191
1962-09-01,11.3843,-2.71,22.2222,44.7917,-1.7699,9.7872,12.6984,20.4969
1962-10-01,5.1647,-9.9217,13.1579,44.1281,2.5532,2.6316,6.7692,7.1642
1962-11-01,7.2917,-8.8542,28.3784,42.2581,-3.9683,0.8658,15.9236,11.831
1962-12-01,6.4599,-9.3023,47.2222,35.873,-16.0,9.6916,7.7882,21.3018
1963-01-01,11.2299,-3.0683,26.8293,39.0093,-8.9219,1.005,14.5511,30.5136
1963-02-01,1.5075,-5.668,27.1605,10.2151,-15.2727,-23.7154,10.6195,25.6881
1963-03-01,10.9347,4.5326,39.759,17.1014,-5.3498,12.5561,9.3939,23.0769
1963-04-01,4.2915,4.1555,25.3012,0.2463,-20.6897,20.7627,16.8196,2.356
1963-05-01,18.2137,4.2254,21.875,46.7262,12.2727,13.4454,19.0616,24.4898
1963-06-01,16.5511,9.517,81.0127,16.1725,-8.5837,18.2573,21.2766,27.6353
1963-07-01,11.1018,4.8815,36.9565,16.5789,0.0,6.7729,18.2081,14.2077
1963-08-01,9.1667,4.2759,27.381,14.3223,-1.7544,18.8841,9.1922,9.7368
1963-09-01,15.5356,9.1922,50.0,19.1847,20.7207,6.2016,20.5634,14.1753
1963-10-01,19.729,11.7391,53.4884,26.1728,8.2988,20.0855,22.4784,24.5125
1963-11-01,9.7896,5.0,32.6316,12.4717,-2.8926,28.3262,15.9341,1.0076
1963-12-01,15.1294,1.7094,8.4906,38.785,5.1948,10.0402,37.5723,4.878
1964-01-01,3.8462,1.8705,9.6154,5.5679,-19.1837,48.2587,8.3784,-7.6389
1964-02-01,18.9769,17.3104,27.1845,19.7561,15.4506,77.7202,8.0,3.4063
1964-03-01,4.372,-0.1355,-14.6552,18.0693,13.913,18.3267,10.2493,-14.4231
1964-04-01,-1.8634,-11.4543,-4.8077,17.199,0.8696,-7.3684,4.1885,-5.3708
1964-05-01,-3.7778,-1.7568,-11.1111,-5.071,-1.2146,3.3333,-1.7241,-11.7096
1964-06-01,-4.8327,-7.9118,-27.972,8.3527,23.9437,-5.614,-2.005,-20.5357
1964-07-01,-1.2869,-5.7181,-17.4603,10.8352,7.9646,2.9851,1.2225,-11.4833
1964-08-01,-0.3053,-5.5556,-12.1495,11.4094,11.6071,6.4982,10.7143,-21.5827
1964-09-01,-10.4742,-9.0561,-30.303,-7.4447,-10.0746,9.1241,-6.3084,-26.8623
1964-10-01,-13.0127,-8.5603,-25.7576,-16.4384,-14.5594,7.1174,-7.7647,-29.7539
1964-11-01,-7.5903,-0.5442,-26.1905,-13.3065,3.4043,-1.3378,-2.6066,-23.9401
1964-12-01,-18.201,-2.1008,-34.7826,-34.3434,2.0576,-8.0292,-22.8992,-30.9302
1965-01-01,-2.4691,2.8249,-17.5439,-6.7511,11.6162,13.4228,4.7382,-28.5714
1965-02-01,-17.8225,-16.2195,-39.6947,-14.664,-18.5874,-21.2828,-0.2469,-31.2941
1965-03-01,-7.7685,-8.5482,-17.1717,-4.6122,-4.1985,-14.8148,-1.7588,-11.236
1965-04-01,-8.0696,-0.5814,-12.1212,-18.0294,-3.8793,13.6364,-5.5276,-28.9189
1965-05-01,-7.0824,-2.751,-21.1538,-10.6838,3.2787,10.7527,-4.5113,-29.7082
1965-06-01,-3.0469,-1.9718,-16.5049,-1.7131,-2.2727,14.4981,7.1611,-28.0899
1965-07-01,-5.138,0.0,-14.4231,-10.5906,-1.6393,25.0,-2.8986,-32.4324
1965-08-01,-4.3645,1.4006,-8.5106,-11.8474,4.4,8.4746,-8.5253,-17.1254
1965-09-01,-3.004,-1.683,-5.4348,-4.5652,9.5436,2.3411,0.4988,-21.6049
1965-10-01,3.9837,6.2411,-21.4286,6.089,22.4215,1.3289,14.2857,-19.4268
1965-11-01,4.1467,0.8208,-15.0538,13.9535,14.8148,4.4068,3.163,-3.2787
1965-12-01,12.9725,6.0086,13.3333,25.3846,10.0806,50.7937,20.1635,-25.5892
1966-01-01,4.8259,1.511,-5.3191,12.4434,37.5566,0.0,2.381,-11.2281
1966-02-01,-2.1941,-8.1514,-10.1266,9.0692,6.8493,17.4074,-5.4455,-22.6027
1966-03-01,1.8993,5.4896,2.439,-3.5165,8.7649,35.9684,1.023,-29.7468
1966-04-01,-1.463,-5.4094,-16.092,8.6957,9.8655,-3.0,4.7872,-18.251
1966-05-01,-10.6877,-16.6902,-17.0732,0.7177,-7.1429,-11.0032,-3.1496,-24.5283
1966-06-01,-22.9654,-17.5287,-32.5581,-29.4118,-20.9302,-20.1299,-21.957,-30.0781
1966-07-01,-24.6564,-23.2722,-34.8315,-24.8292,-5.8333,-33.913,-23.8806,-31.2
1966-08-01,-29.7838,-30.2486,-40.6977,-26.8793,-20.3065,-31.25,-23.1738,-46.8635
1966-09-01,-36.9193,-33.3809,-49.4253,-40.0911,-39.7727,-28.7582,-35.2357,-46.4567
1966-10-01,-42.2205,-40.4539,-38.961,-45.6954,-48.3516,-35.4098,-41.7411,-44.664
1966-11-01,-43.6447,-40.0271,-44.3038,-48.9796,-39.0681,-38.6364,-40.8019,-57.2881
1966-12-01,-43.4981,-38.1916,-48.2353,-50.7157,-44.6886,-53.6842,-35.3741,-40.724
1967-01-01,-24.9057,-21.9215,-37.0787,-27.163,-4.9342,-30.7692,-25.1163,-40.7115
1967-02-01,-21.7429,-10.6181,-21.1268,-37.1991,-14.5299,-27.7603,-18.8482,-25.6637
1967-03-01,-22.6094,-19.8312,-27.381,-26.1959,-36.9963,-27.907,-10.3797,-18.4685
1967-04-01,-9.607,-6.3369,-16.4384,-13.4118,-10.2041,-5.1546,-9.6447,-14.8837
1967-05-01,-0.1855,7.9796,-2.9412,-11.1639,-12.8205,0.7273,6.5041,1.0
1967-06-01,22.2803,17.2474,31.0345,29.6296,10.7843,24.3902,24.159,29.0503
1967-07-01,26.2876,24.0809,32.7586,28.7879,0.885,44.2982,29.4118,30.2326
1967-08-01,40.1368,38.0198,56.8627,40.81,5.7692,53.1818,33.4426,84.0278
1967-09-01,65.2455,50.1071,84.0909,88.9734,52.8302,66.5138,64.3678,79.4118
1967-10-01,73.207,58.5202,91.4894,96.3415,65.2482,83.2487,65.9004,80.7143
1967-11-01,76.2228,57.2398,95.4545,106.4,34.1176,88.3598,84.0637,99.2063
1967-12-01,76.9852,53.0568,88.6364,120.332,58.9404,103.9773,54.7368,109.9237
1968-01-01,18.4925,17.6776,44.6429,15.7459,-37.3702,42.3077,28.5714,67.3333
1968-02-01,47.9603,26.0638,58.9286,88.8502,12.0,66.3755,48.3871,64.881
1968-03-01,43.4555,21.2281,31.1475,84.8765,72.6744,33.871,28.2486,58.5635
1968-04-01,24.2512,11.3861,32.7869,44.0217,10.4545,19.5652,25.2809,45.9016
1968-05-01,20.539,4.5597,25.7576,46.7914,6.8627,33.213,10.687,36.1386
1968-06-01,11.2062,-2.8232,9.2105,34.0476,10.6195,3.5948,14.2857,16.4502
1968-07-01,14.1886,2.0741,-2.5974,36.4706,-2.6316,-0.6079,26.7677,30.8036
1968-08-01,10.415,0.4304,-1.25,27.8761,11.3636,-0.2967,18.1818,11.3208
1968-09-01,14.4644,5.2782,8.642,28.3702,-3.7037,8.2645,21.6783,29.0984
1968-10-01,11.0156,1.4144,-6.6667,28.3644,3.8627,-0.831,20.3233,18.5771
1968-11-01,10.717,4.8921,4.6512,19.5736,-10.5263,12.3596,6.0606,36.255
1968-12-01,5.6274,-1.8545,13.253,14.3126,-6.6667,-11.9777,20.8617,14.9091
1969-01-01,23.7489,0.5891,1.2346,65.6325,32.0442,16.5165,24.8792,25.498
1969-02-01,11.4009,-0.5626,8.9888,27.4908,8.4821,11.0236,14.1304,9.7473
1969-03-01,4.9635,-3.7627,21.25,12.8548,-14.4781,10.241,11.674,8.3624
1969-04-01,12.0529,-1.9259,9.8765,30.1887,-0.4115,6.3636,12.5561,29.588
1969-05-01,2.3901,-4.6617,1.2048,11.1111,11.0092,-21.4092,8.046,18.5455
1969-06-01,3.7692,-1.8349,3.6145,10.302,-15.6,1.5773,-1.7241,33.829
1969-07-01,-4.9107,-13.643,18.6667,2.4138,-5.8559,-7.0336,-10.757,8.1911
1969-08-01,-2.9477,-15.5714,5.0633,11.2457,-19.1837,-11.0119,5.4054,6.1017
1969-09-01,-13.7295,-19.9187,-11.3636,-6.8966,-14.9573,-27.2265,-12.6437,2.2222
1969-10-01,-14.4265,-17.8522,-1.1905,-12.2581,-18.1818,-19.2737,-20.7294,5.3333
1969-11-01,-17.0613,-19.7531,-10.0,-14.9109,-12.7451,-31.0,-9.7959,-13.7427
1969-12-01,-16.8467,-14.6802,-18.0851,-19.1104,-17.8571,-14.2405,-23.2645,-7.9114
1970-01-01,-27.2104,-28.8433,-10.9756,-27.5216,-37.2385,-44.3299,-21.2766,-8.254
1970-02-01,-25.2174,-21.075,-24.7423,-29.5224,-20.9877,-43.2624,-23.619,-6.25
1970-03-01,-21.2796,-16.2406,-29.8969,-25.0,-30.315,-29.5082,-19.1321,-7.717
1970-04-01,-15.059,-7.7039,-15.7303,-22.029,-25.2066,-33.0484,-7.1713,-1.1561
1970-05-01,0.0,-5.0473,-3.5714,5.7377,-17.3554,-10.6897,12.3404,4.6012
1970-06-01,-2.0015,-2.9595,-1.1628,-1.1272,2.8436,-7.4534,8.3333,-13.0556
1970-07-01,3.5994,8.9076,-2.2472,-0.8418,8.134,1.6447,7.1429,-2.5237
1970-08-01,5.8466,15.736,20.4819,-5.1322,11.6162,4.0134,1.1834,11.5016
1970-09-01,12.9058,18.7817,55.1282,1.5152,4.5226,0.3497,20.3947,18.6335
1970-10-01,28.6184,21.7317,16.8675,37.8676,25.7576,11.4187,37.7724,34.1772
1970-11-01,26.1125,21.3675,22.2222,32.0,48.8764,19.5652,27.6018,16.2712
1970-12-01,52.987,45.4855,25.974,66.1914,70.6522,29.1513,63.5697,49.1409
1971-01-01,54.7081,63.786,52.0548,46.3221,76.0,69.4444,56.0197,30.7958
1971-02-01,42.0394,39.0681,61.6438,42.5051,5.2083,28.3333,57.606,56.4912
1971-03-01,55.3887,51.526,76.4706,56.8047,54.2373,53.1008,60.7317,50.5226
1971-04-01,42.5654,41.5712,62.6667,40.8922,38.674,70.2128,40.5579,28.3626
1971-05-01,48.494,55.9801,64.1975,39.5349,71.0,66.0232,36.3636,40.7625
1971-06-01,43.9486,48.1541,70.5882,35.9935,35.023,40.9396,44.9393,51.4377
1971-07-01,56.2689,48.1481,60.9195,64.5161,47.3451,40.7767,64.5833,65.3722
1971-08-01,43.759,33.1871,43.0,55.7377,49.7738,36.9775,44.2495,45.2722
1971-09-01,39.9719,29.2023,16.5289,57.2139,65.3846,48.7805,38.0692,22.2513
1971-10-01,29.5396,28.0335,38.1443,29.8667,27.7108,33.8509,36.3796,18.1604
1971-11-01,38.4154,36.4789,38.3838,40.404,19.2453,38.7879,40.7801,48.9796
1971-12-01,20.7131,16.3934,39.1753,23.0392,-0.3185,36.0,22.7205,20.5069
1972-01-01,36.2142,40.0754,30.6306,32.8804,40.9091,13.6612,34.1732,57.9365
1972-02-01,36.5869,27.8351,14.4068,50.1441,73.2673,35.0649,26.8987,34.7534
1972-03-01,19.6703,18.4834,16.6667,21.3836,6.2271,2.2785,32.4734,24.537
1972-04-01,22.5788,16.5318,26.2295,28.8918,32.6693,13.75,33.1298,9.3394
1972-05-01,4.8174,2.3429,12.0301,6.3333,-9.9415,3.9535,9.0278,9.7917
1972-06-01,14.7136,10.2925,2.069,21.7964,2.7304,5.9524,24.162,15.8228
1972-07-01,6.0899,6.9792,0.7143,5.9856,-6.6066,-2.7586,17.9747,3.7182
1972-08-01,12.9242,17.8924,2.0979,9.7895,-2.719,7.9812,28.7838,4.142
1972-09-01,19.8898,15.7663,5.6738,25.9494,-7.5581,18.7354,37.7309,11.9914
1972-10-01,16.1895,25.2723,34.3284,5.1335,7.2327,0.9281,30.0258,13.5729
1972-11-01,7.4555,6.6047,5.8394,8.5303,15.8228,-10.0437,14.4836,7.2407
1972-12-01,13.4083,4.0241,11.1111,23.008,36.1022,-3.1513,23.0207,-0.1912
1973-01-01,1.4745,-0.6278,2.069,3.7832,-4.0323,13.4615,6.8075,-10.8878
1973-02-01,2.6279,8.2661,1.4815,-2.5912,-9.4286,20.1923,12.8429,-16.1398
1973-03-01,-2.0428,-0.8,-4.2857,-3.0052,17.5862,0.495,-6.4147,-7.4349
1973-04-01,-10.7994,-6.9444,-16.8831,-13.8178,-10.2102,-18.2418,-6.7661,-11.6667
1973-05-01,-6.5796,-0.4162,-15.4362,-11.3898,-13.3117,-12.0805,4.9682,-15.1803
1973-06-01,-6.0467,-8.4479,-14.1892,-2.4582,1.9934,-24.2697,8.324,-19.1257
1973-07-01,-17.1298,-12.6582,-9.2199,-22.6874,-10.2894,-9.6927,-21.1373,-20.3774
1973-08-01,-20.0619,-23.1844,-21.9178,-16.5868,-11.8012,-17.1739,-22.8751,-22.5379
1973-09-01,-28.7923,-22.6667,-30.2013,-34.0034,-23.8994,-35.7002,-33.6207,-15.2964
1973-10-01,-40.0595,-40.087,-50.0,-38.2812,-39.2962,-31.4943,-42.3191,-43.058
1973-11-01,-37.2426,-33.1075,-44.1379,-40.3409,-40.7104,-28.6408,-34.1034,-46.7153
1973-12-01,-46.7549,-35.6867,-44.6667,-56.2753,-53.7559,-46.4208,-48.5149,-37.931
1974-01-01,-41.3915,-39.0794,-41.2162,-43.9409,-40.6162,-40.8898,-40.6593,-43.609
1974-02-01,-38.9039,-32.3091,-37.2263,-46.1084,-35.0158,-41.6,-40.0,-36.7063
1974-03-01,-30.1649,-20.7661,-33.5821,-39.6368,-41.0557,-16.7488,-33.4149,-28.3133
1974-04-01,-34.2767,-23.8806,-38.2812,-45.2494,-40.4682,-33.6022,-40.3444,-18.8679
1974-05-01,-41.0668,-30.303,-43.6508,-52.8302,-33.7079,-36.3868,-49.6359,-33.7808
1974-06-01,-47.0502,-29.5064,-49.6063,-63.2056,-45.6026,-27.003,-59.9169,-35.3604
1974-07-01,-44.9148,-30.7692,-55.4688,-59.194,-47.6703,-41.0995,-49.3878,-38.6256
1974-08-01,-49.309,-25.5758,-51.7544,-71.4943,-53.8732,-40.6824,-57.2789,-39.8533
1974-09-01,-50.7042,-28.8177,-59.6154,-72.0812,-42.562,-33.1288,-61.9048,-50.5643
1974-10-01,-41.6017,-18.7228,-46.6667,-65.8228,-30.4348,-27.1812,-56.5292,-35.1852
1974-11-01,-44.1512,-21.4182,-48.1481,-68.5714,-39.6313,-34.3537,-59.4324,-26.0274
1974-12-01,-32.5311,-19.5489,-40.9639,-47.2222,-9.1371,-23.8866,-48.8462,-27.1605
1975-01-01,-45.4545,-21.9259,-48.2759,-72.935,-54.2453,-31.5412,-56.4815,-32.3333
1975-02-01,-46.3971,-27.3728,-34.8837,-73.4918,-45.6311,-39.3836,-58.9319,-31.9749
1975-03-01,-50.7639,-32.3155,-51.6854,-76.2832,-48.7562,-50.2959,-60.4779,-37.535
1975-04-01,-30.941,-13.7255,-20.2532,-59.436,-25.2809,-14.5749,-41.6495,-30.5233
1975-05-01,-19.6837,-1.4993,-18.3099,-50.25,-23.7288,-4.8,-34.4578,-9.1216
1975-06-01,-12.8913,2.1309,0.0,-42.1918,-24.5509,-4.4715,-19.6891,-4.1812
1975-07-01,1.7964,12.2383,24.5614,-22.2222,-4.7945,25.7778,-17.7419,12.7413
1975-08-01,8.3969,18.241,12.7273,-16.9355,3.0534,11.0619,0.6369,18.6992
1975-09-01,26.6667,32.0069,64.2857,5.4545,6.4748,20.1835,26.5152,46.1187
1975-10-01,33.0097,40.3571,75.0,4.6296,-3.4722,28.1106,34.7826,60.9524
1975-11-01,41.7625,48.2505,88.0952,14.1414,7.6336,47.6684,42.7984,56.0185
1975-12-01,25.5466,51.4019,48.9796,-27.0175,-22.3464,51.5957,31.203,34.7458
1976-01-01,64.6006,62.2391,77.7778,68.8312,40.2062,48.6911,59.1489,97.5369
1976-02-01,63.2373,63.8258,50.0,66.2069,25.8929,79.661,72.6457,59.447
1976-03-01,64.1749,57.5188,90.6977,82.0896,38.835,86.3095,69.7674,53.8117
1976-04-01,30.7159,35.0649,22.2222,19.2513,4.5113,36.4929,26.1484,45.6067
1976-05-01,30.6346,26.3318,43.1034,41.206,6.6667,24.7899,45.5882,32.7138
1976-06-01,25.5814,26.0805,29.6875,22.7488,4.7619,30.6383,19.3548,37.8182
1976-07-01,22.0588,25.825,16.9014,13.0952,8.6331,6.0071,26.7974,39.0411
1976-08-01,31.6901,20.9366,62.9032,60.1942,20.7407,25.498,25.0,49.3151
1976-09-01,39.1917,20.1835,62.3188,94.8276,7.4324,49.2366,40.4192,44.375
1976-10-01,30.0182,23.028,29.7619,54.4248,17.2662,30.9353,23.4604,41.1243
1976-11-01,37.9279,27.8261,45.5696,71.2389,17.7305,28.4211,29.3948,63.2047
1976-12-01,38.4968,26.9136,54.7945,77.8846,22.3022,23.1579,32.3782,66.0377
1977-01-01,22.6778,16.4912,45.0,36.1538,0.0,14.7887,22.1925,36.409
1977-02-01,31.0924,26.1272,35.7143,47.3029,-0.7092,10.3774,31.9481,62.1387
1977-03-01,42.6117,36.0382,39.0244,66.3934,48.2517,25.5591,40.8219,57.7259
1977-04-01,46.6431,30.8894,46.7532,105.3812,27.3381,45.1389,53.2213,48.8506
1977-05-01,39.6985,33.3735,37.3494,59.0747,25.6944,37.037,40.404,46.7787
1977-06-01,47.4747,32.5059,42.1687,98.0695,81.0606,34.8534,54.3243,39.314
1977-07-01,35.502,28.2782,55.4217,51.9298,9.2715,37.3333,47.1649,32.7586
1977-08-01,35.9817,31.6629,32.6733,48.4848,7.9755,41.5873,55.1899,25.0
1977-09-01,13.0317,23.9913,6.25,-7.5221,7.5472,-2.5575,21.1087,19.9134
1977-10-01,23.3684,19.8552,12.844,36.3897,25.1534,4.6703,44.8931,18.0294
1977-11-01,15.676,14.2857,23.4783,17.0543,0.0,13.1148,32.9621,8.0
1977-12-01,16.0821,12.9377,5.3097,28.1081,7.0588,14.5299,34.1991,4.1667
1978-01-01,18.6903,19.0763,-2.5862,24.5763,41.9118,7.6687,42.0131,0.0
1978-02-01,11.2821,1.9248,8.7719,40.8451,19.2857,15.6695,22.0472,-3.2086
1978-03-01,8.3735,1.7544,17.5439,24.3842,-17.9245,3.8168,25.8755,5.3604
1978-04-01,17.3494,17.4472,13.2743,18.1223,15.2542,-0.7177,40.9506,7.722
1978-05-01,5.8753,6.4137,10.5263,3.3557,1.6575,-4.914,15.8273,5.1527
1978-06-01,13.1849,11.8644,43.2203,9.1618,-19.6653,-7.2464,13.4851,43.75
1978-07-01,5.8684,1.8667,-8.5271,20.5543,32.1212,-3.1553,14.8862,-4.8237
1978-08-01,-5.0,-3.7197,-11.9403,-6.1224,14.7727,-13.0045,3.5889,-14.4954
1978-09-01,4.5998,1.1434,5.042,13.8756,18.7135,2.6247,15.1408,-9.2058
1978-10-01,1.3083,1.9845,5.6911,-1.4706,-10.2941,0.5249,11.9672,-5.5062
1978-11-01,1.3552,0.0,-5.6338,7.064,21.0843,-12.3188,21.4405,-14.8148
1978-12-01,3.6488,7.4074,17.6471,-9.0717,16.4835,-7.4627,12.7419,-2.7273
1979-01-01,-16.0345,-19.14,3.5398,-12.6984,-1.5544,-39.3162,-8.9368,-14.6252
1979-02-01,-14.0553,-15.9173,-18.5484,-8.8,-1.7964,-35.9606,-4.3548,-12.523
1979-03-01,-4.3913,-1.8103,0.0,-11.4851,-9.7701,-21.5686,16.3833,-14.0351
1979-04-01,-18.0185,-16.9664,-0.7812,-24.5841,-22.0588,-24.3373,-19.4553,-9.8566
1979-05-01,-4.6433,-9.4228,1.5873,5.8442,-3.8043,-11.8863,2.4845,-8.167
1979-06-01,-17.297,-16.9856,-22.4852,-16.4286,-5.7292,-14.0625,-1.3889,-35.4414
1979-07-01,-14.1097,-13.6998,10.1695,-20.4981,-26.1468,-28.0702,-8.689,-5.0682
1979-08-01,-5.9137,-11.1411,19.4915,0.2174,-24.7525,-23.4536,0.7874,7.7253
1979-09-01,-6.4535,-16.087,7.2,13.2353,-0.9852,-22.5064,0.9174,-5.7654
1979-10-01,-16.8445,-23.7733,1.5385,-4.4776,-22.4044,-31.3316,-5.8565,-18.609
1979-11-01,-28.9136,-34.5238,-28.3582,-15.4639,-24.8756,-44.0771,-23.5862,-27.2727
1979-12-01,-31.0231,-37.6905,-15.0,-16.9374,-28.3019,-39.7849,-26.0372,-32.5234
1980-01-01,-12.3888,-18.0396,-3.4188,-1.039,-33.6842,8.9202,-4.7377,-23.1263
1980-02-01,-19.6381,-21.6043,6.9307,-21.4912,-20.122,-26.5385,-10.7926,-26.7368
1980-03-01,-42.5581,-49.4293,-29.1045,-29.0828,-21.6561,-59.0625,-38.6454,-44.4898
1980-04-01,-49.4051,-55.1789,-46.4567,-35.2941,-44.0252,-60.1911,-36.715,-60.0398
1980-05-01,-48.8717,-52.3899,-32.0312,-45.6033,-40.678,-60.4106,-38.9394,-56.917
1980-06-01,-31.8293,-37.56,-23.6641,-21.3675,-33.7017,-51.2121,-14.7105,-40.4082
1980-07-01,-17.927,-21.9414,-8.4615,-11.3253,-26.7081,-24.3902,-2.5042,-30.1848
1980-08-01,-14.0792,-14.459,-4.2553,-16.269,-19.7368,-25.5892,-1.25,-21.9124
1980-09-01,-9.4017,-8.7047,8.209,-15.0278,-32.3383,-21.1221,9.3939,-18.3544
1980-10-01,-7.765,-8.5461,1.5152,-8.9286,-4.9296,-8.7452,-1.8663,-16.8591
1980-11-01,8.3856,6.3636,47.9167,2.9268,-15.894,8.867,18.0505,3.5326
1980-12-01,-0.3987,-4.1184,3.3613,6.4246,-25.0,-5.8036,20.1161,-16.0665
1981-01-01,-4.6094,-11.8321,23.8938,1.8373,-11.9048,-14.2241,7.9929,-15.5989
1981-02-01,0.0,-4.2292,8.3333,6.1453,-8.3969,-6.2827,13.9887,-14.6552
1981-03-01,19.7368,19.7917,18.9474,19.8738,2.439,49.6183,22.2944,8.8235
1981-04-01,47.2772,44.1176,85.2941,43.1818,44.9438,31.2,46.3104,60.199
1981-05-01,36.2369,28.7402,26.4368,53.7594,5.7143,7.4074,43.4243,55.5046
1981-06-01,-12.7013,-13.0769,7.0,-17.3913,-9.1667,-14.9068,-14.4954,-9.589
1981-07-01,-25.7347,-29.6632,-16.8067,-20.3804,0.0,-44.2396,-19.6918,-33.2353
1981-08-01,-34.9671,-39.4799,-33.3333,-25.6477,-5.7377,-48.4163,-30.538,-43.6224
1981-09-01,-42.9245,-47.6731,-44.8276,-33.1878,-30.1471,-53.9749,-40.7202,-44.7028
1981-10-01,-46.4861,-51.335,-36.5672,-39.951,-22.2222,-58.3333,-45.6418,-49.1667
1981-11-01,-45.9147,-49.8168,-45.0704,-38.6256,-31.4961,-54.7511,-39.6024,-56.4304
1981-12-01,-36.269,-38.5235,-30.0813,-33.8583,-21.0526,-51.1848,-30.5958,-43.2343
1982-01-01,-34.9713,-35.9307,-49.2857,-28.0928,-35.1351,-60.3015,-22.3684,-43.5644
1982-02-01,-32.6105,-36.6097,-37.6068,-23.6842,-27.5,-56.9832,-21.5589,-42.4242
